1	15206.500000	300.000000
2	15492.404020	298.502513
3	15787.679899	297.005025
4	16083.719598	295.507538
5	16382.512060	294.010050
6	16678.720101	292.512563
7	16981.360804	291.015075
8	17297.968844	289.517588
9	17561.024623	288.020101
10	17856.004523	286.522613
11	18150.960302	285.025126
12	18446.527638	283.527638
13	18740.024121	282.030151
14	19034.819598	280.532663
15	19333.567839	279.035176
16	19627.613065	277.537688
17	19921.009045	276.040201
18	20214.613568	274.542714
19	20510.299497	273.045226
20	20803.233668	271.547739
21	21096.849749	270.050251
22	21389.874372	268.552764
23	21681.987437	267.055276
24	21977.034673	265.557789
25	22270.284422	264.060302
26	22562.350754	262.562814
27	22855.009045	261.065327
28	23146.812060	259.567839
29	23437.925126	258.070352
30	23729.072864	256.572864
31	24021.865829	255.075377
32	24311.867337	253.577889
33	24603.405528	252.080402
34	24892.961809	250.582915
35	25182.792965	249.085427
36	25473.463819	247.587940
37	25763.407538	246.090452
38	26053.557789	244.592965
39	26343.430151	243.095477
40	26633.031156	241.597990
41	26923.323116	240.100503
42	27214.744221	238.603015
43	27502.375377	237.105528
44	27790.850754	235.608040
45	28081.352764	234.110553
46	28369.301005	232.613065
47	28656.447739	231.115578
48	28943.284925	229.618090
49	29228.923618	228.120603
50	29514.328141	226.623116
51	29800.381407	225.125628
52	30088.204523	223.628141
53	30373.832663	222.130653
54	30662.351759	220.633166
55	30948.366834	219.135678
56	31235.171357	217.638191
57	31522.615578	216.140704
58	31808.404020	214.643216
59	32092.578392	213.145729
60	32381.367337	211.648241
61	32666.642714	210.150754
62	32954.695477	208.653266
63	33237.564322	207.155779
64	33521.941206	205.658291
65	33805.304523	204.160804
66	34089.371859	202.663317
67	34372.089950	201.165829
68	34655.883417	199.668342
69	34936.918593	198.170854
70	35216.033668	196.673367
71	35496.943719	195.175879
72	35778.827136	193.678392
73	36062.253769	192.180905
74	36344.131156	190.683417
75	36626.236181	189.185930
76	36907.298995	187.688442
77	37188.594975	186.190955
78	37469.669849	184.693467
79	37748.435678	183.195980
80	38028.659799	181.698492
81	38308.590452	180.201005
82	38587.742211	178.703518
83	38865.225126	177.206030
84	39141.411558	175.708543
85	39421.975377	174.211055
86	39701.702513	172.713568
87	39978.538693	171.216080
88	40256.454271	169.718593
89	40532.981910	168.221106
90	40808.849246	166.723618
91	41085.018090	165.226131
92	41360.212563	163.728643
93	41635.667337	162.231156
94	41911.590955	160.733668
95	42188.975879	159.236181
96	42463.719095	157.738693
97	42738.618090	156.241206
98	43011.691960	154.743719
99	43282.684422	153.246231
100	43555.727136	151.748744
101	43828.319598	150.251256
102	44100.121608	148.753769
103	44306.337688	147.256281
104	44518.313568	145.758794
105	44787.126131	144.261307
106	45057.340201	142.763819
107	45327.460302	141.266332
108	45595.923116	139.768844
109	45871.753769	138.271357
110	46226.945729	136.773869
111	46474.328141	135.276382
112	46689.752764	133.778894
113	46941.815075	132.281407
114	47266.468342	130.783920
115	47593.236683	129.286432
116	47824.238693	127.788945
117	48124.828643	126.291457
118	48389.420101	124.793970
119	48653.044724	123.296482
120	48911.772362	121.798995
121	49152.006533	120.301508
122	49398.978392	118.804020
123	49698.074874	117.306533
124	49964.306030	115.809045
125	50168.803518	114.311558
126	50354.840201	112.814070
127	50617.265327	111.316583
128	50911.918090	109.819095
129	51181.647739	108.321608
130	51437.564824	106.824121
131	51706.955779	105.326633
132	51986.670352	103.829146
133	52207.057286	102.331658
134	52442.805528	100.834171
135	52684.564824	99.336683
136	52923.275879	97.839196
137	53174.446231	96.341709
138	53425.865829	94.844221
139	53676.085930	93.346734
140	53950.457789	91.849246
141	54243.575377	90.351759
142	54437.375377	88.854271
143	54672.543719	87.356784
144	54916.350754	85.859296
145	55160.555276	84.361809
146	55403.918593	82.864322
147	55647.945729	81.366834
148	55892.344221	79.869347
149	56135.138191	78.371859
150	56380.506030	76.874372
151	56628.255276	75.376884
152	56867.455779	73.879397
153	57109.216583	72.381910
154	57353.872864	70.884422
155	57603.852261	69.386935
156	57886.397990	67.889447
157	58145.928643	66.391960
158	58388.566834	64.894472
159	58623.573367	63.396985
160	58855.678392	61.899497
161	59083.264824	60.402010
162	59314.418090	58.904523
163	59547.205025	57.407035
164	59777.696482	55.909548
165	60007.930653	54.412060
166	60239.217588	52.914573
167	60475.519598	51.417085
168	60707.453266	49.919598
169	60948.492462	48.422111
170	61184.848241	46.924623
171	61432.060302	45.427136
172	61681.033166	43.929648
173	61940.266834	42.432161
174	62203.897990	40.934673
175	62479.782412	39.437186
176	62765.117588	37.939698
177	63069.470352	36.442211
178	63398.224623	34.944724
179	63764.681910	33.447236
180	64184.428141	31.949749
181	64688.488945	30.452261
182	65329.002010	28.954774
183	66190.340201	27.457286
184	67422.709548	25.959799
185	69445.548241	24.462312
186	71910.202010	22.964824
187	73582.601005	21.467337
188	74794.593970	19.969849
189	75747.986432	18.472362
190	76570.183417	16.974874
191	77305.592462	15.477387
192	77986.148744	13.979899
193	78657.484925	12.482412
194	79338.291457	10.984925
195	80063.158794	9.487437
196	80831.820603	7.989950
197	81643.892965	6.492462
198	82457.543216	4.994975
199	83224.378392	3.497487
200	83888.600000	2.000000
